"entity_key","canonical_name","normalized_source_tag","entity_type","parent_entity_key","recommendation_role","retrieval_utility","recommendation_eligible","safety_status","provider_comic_count","provider_prevalence","source"
"fandom_character::銀魂: 神樂","銀魂: 神樂","銀魂: 神樂","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::東方: 鬼人正邪","東方: 鬼人正邪","東方: 鬼人正邪","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::Re:從零開始的異世界生活: 拉姆","Re:從零開始的異世界生活: 拉姆","re: 拉姆","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::原神: 達達利亞","原神: 達達利亞","原神:達達利亞","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::原神: 久岐忍","原神: 久岐忍","原神: 久岐忍","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::艦隊Collection: 大井","艦隊Collection: 大井","艦娘: 大井","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::數碼寶貝","數碼寶貝","數碼寶貝","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::小林家的龍女僕","小林家的龍女僕","小林家的龍女僕","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_ip::刀劍亂舞","刀劍亂舞","刀劍亂舞","FANDOM_IP","","CORE","HIGH_PRECISION_ANCHOR","True","OK","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::艦隊Collection: 呂500","艦隊Collection: 呂500","艦娘: 吕500","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::新世紀福音戰士: 綾波零","新世紀福音戰士: 綾波零","eva: 綾波零","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::原神: 羅莎莉亞","原神: 羅莎莉亞","原神:羅莎莉亞","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::尼爾自動人形: 9S","尼爾自動人形: 9S","尼爾自動人形: 9s","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::艦隊Collection: 雷","艦隊Collection: 雷","艦娘: 雷","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::涼宮春日系列","涼宮春日系列","涼宮春日系列","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::偶像大師灰姑娘: 神崎蘭子","偶像大師灰姑娘: 神崎蘭子","偶像大師灰姑娘: 神崎蘭子","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::Fate / Grand Order: 靜謐之哈桑","Fate / Grand Order: 靜謐之哈桑","fgo: 靜謐之哈桑","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::東方: 天子","東方: 天子","東方: 天子","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::鋼彈創鬥者TRY","鋼彈創鬥者TRY","鋼彈創鬥者try","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::物語系列: 阿良良木曆","物語系列: 阿良良木曆","物語系列: 阿良良木曆","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::艦隊Collection: 高雄","艦隊Collection: 高雄","艦娘: 高雄","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::我的朋友很少","我的朋友很少","我的朋友很少","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::我的朋友很少: 羽瀨川小鷹","我的朋友很少: 羽瀨川小鷹","友少: 羽瀨川小鷹","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::To LOVEる: 結城梨斗","To LOVEる: 結城梨斗","to love: 結城梨斗","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::我的朋友很少: 柏崎星奈","我的朋友很少: 柏崎星奈","友少: 柏崎星奈","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::幸運☆星","幸運☆星","幸運☆星","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::幸運☆星: 柊鏡","幸運☆星: 柊鏡","幸運☆星: 柊鏡","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::幸運☆星: 泉此方","幸運☆星: 泉此方","幸運☆星: 泉此方","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
"fandom_character::魔法少女小圓: 美樹沙耶香","魔法少女小圓: 美樹沙耶香","魔法少女小圓: 美樹沙耶香","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::少女與戰車: 西住美穗","少女與戰車: 西住美穗","少女與戰車: 西住美穗","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_ip::To Heart 2","To Heart 2","to heart 2","FANDOM_IP","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::JOJO的奇妙冒險: 迪奧","JOJO的奇妙冒險: 迪奧","jojo: 迪奧","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::JOJO的奇妙冒險: 喬納森","JOJO的奇妙冒險: 喬納森","jojo: 喬納森","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::物語系列: 戰場原黑儀","物語系列: 戰場原黑儀","物語系列: 戰場原","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","3","0.0005","V3_TIER2_ADJUDICATION"
"fandom_character::銀魂: 土方十四郎","銀魂: 土方十四郎","銀魂: 土方","FANDOM_CHARACTER","","CORE","PROFILE_ONLY","False","AGE_AMBIGUOUS_REVIEW","4","0.0006666666666666666","V3_TIER2_ADJUDICATION"
